communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Rostravertownship,PA,11224,2.6,13.02,22.72,11.14,14.95,57.58,25615,10.86,336.8,0.0,0.0,0,17.52,43.81,367.97,2698.44,376.73,8.76,61.33,3451.9
Ryecity,NY,14936,2.75,11.94,22.13,10.39,12.61,100.0,69695,3.85,2495.0,0.0,13.35,0,13.35,6.68,367.16,1381.84,213.62,0,33.38,1962.62
Lyndhursttownship,NJ,18262,2.55,11.38,24.45,11.7,17.73,100.0,41000,3.87,3792.6,0.0,0.0,31.47,52.45,94.41,461.55,2307.77,713.31,15.73,178.33,3498.37
Somervillecity,MA,76210,2.51,12.34,36.91,18.58,11.08,100.0,32455,11.47,17893.0,4.44,0.0,14.43,177.45,57.71,871.37,1367.65,1097.87,11.54,249.58,3348.43
Sheltontown,CT,35418,2.84,12.09,24.14,11.51,10.81,100.0,49965,2.5,1118.7,0.0,0.0,2.71,27.1,13.55,528.38,726.19,249.29,10.84,43.35,1514.7
NorthBergentownship,NJ,48414,2.55,11.37,26.02,11.7,13.76,100.0,33488,9.49,8999.6,0.0,3.98,17.9,159.08,113.34,1010.16,1996.46,1113.56,7.95,294.3,4128.14
Columbuscity,GA,179278,2.72,15.74,30.25,15.46,9.92,96.78,24056,18.63,800.0,8.13,16.81,25.75,236.96,331.53,1213.17,4072.97,547.48,24.17,611.05,5857.78
MortonGrovevillage,IL,22408,2.76,10.92,19.86,10.15,17.23,100.0,47808,2.94,4247.2,0.0,4.47,,31.29,107.28,625.78,2413.73,192.2,17.88,,3249.6
TwinFallscity,ID,27591,2.63,15.07,25.75,12.27,13.65,0.0,23206,14.44,2526.6,0.0,3.09,30.86,43.21,361.08,1129.53,4601.43,388.85,37.03,438.23,6156.84
Minnetonkacity,MN,48370,2.59,11.95,24.28,10.68,9.07,100.0,50659,2.06,1722.6,0.0,0.0,,25.36,33.17,723.82,2218.28,132.67,17.56,,3092.32
EastProvidencecity,RI,50380,2.53,11.71,24.59,11.59,16.6,100.0,31007,6.79,3629.0,0.0,0.0,4.02,40.24,106.62,535.14,1941.38,422.48,40.24,150.88,2939.22
Cohoescity,NY,16825,2.36,12.9,26.47,12.87,16.65,100.0,24319,13.14,4339.5,0.0,0.0,6.31,18.93,643.78,782.63,1382.23,88.36,,669.02,
GlensFallscity,NY,15023,2.45,13.57,28.97,14.19,13.17,100.0,27312,10.97,3763.7,0.0,0.0,73.87,88.65,1824.63,1447.88,5835.86,125.58,,1987.15,
Dyersburgcity,TN,16317,2.44,13.97,26.67,13.37,15.05,0.0,20053,22.74,1417.4,0.0,22.22,105.54,111.1,727.7,1333.19,4838.35,333.3,0,966.56,6504.83
Cromwelltown,CT,12286,2.53,9.88,23.03,9.43,13.23,89.17,46970,2.61,957.1,0.0,0.0,0,78.98,55.28,473.86,2416.68,379.09,0,134.26,3269.63
Bloomfieldtownship,MI,42473,2.7,12.53,20.08,10.27,12.47,100.0,84441,1.42,1642.9,0.0,0.0,,45.83,126.02,435.34,2272.94,219.96,27.5,,2955.73
Cranstoncity,RI,76060,2.59,11.26,24.23,11.85,16.87,100.0,34528,6.52,2569.9,0.0,0.0,11.72,46.89,108.1,802.29,2149,441.52,20.84,166.71,3413.65
Marshallcity,TX,23682,2.75,16.51,27.3,14.47,14.97,0.0,19077,25.49,952.2,0.0,29.46,75.75,151.5,681.73,1548.63,5256.07,412.41,42.08,938.43,7259.18
CoralGablescity,FL,40091,2.59,17.11,28.9,18.54,15.59,100.0,47506,6.47,3272.2,6.02,2.36,18.87,552.06,401.07,2479.53,9167.91,1986.46,16.51,974.36,13650.41
Hagerstowncity,MD,35445,2.35,11.76,26.93,12.96,14.26,100.0,22859,15.82,3450.1,0.0,0.0,30.94,146.96,440.88,1088.02,3060.38,270.72,54.14,618.78,4473.26
Vernontown,CT,29841,2.46,12.19,28.41,12.87,10.57,96.72,40543,5.32,1624.6,0.0,0.0,3.29,82.37,118.61,411.85,1584.79,233.93,32.95,204.28,2263.52
Killeencity,TX,63535,2.73,17.26,39.65,21.23,3.69,100.0,22468,14.5,2215.9,18.42,7.11,106.61,264.17,265.35,1352.82,3316.91,335.24,161.11,643.24,5166.08
Morgantowncity,WV,25879,2.7,37.83,53.22,44.28,10.24,0.0,18022,30.75,3226.8,0.0,0.0,90.21,48.86,221.77,781.84,3788.9,187.94,26.31,360.85,4784.99
Athenscity,TN,12054,2.49,14.88,26.9,13.95,14.85,0.0,19259,23.33,951.5,0.0,0.0,42.76,78.4,548.78,791.11,3463.76,356.35,21.38,669.95,4632.6
Clintontownship,MI,85866,2.65,13.02,27.64,13.11,9.91,100.0,39215,5.65,2939.4,0.0,0.0,,72.53,272,550.8,2485.41,334.33,13.6,,3384.14
Hamdentown,CT,52434,2.54,12.6,24.4,12.81,17.14,95.82,41814,4.36,1543.8,6.0,3.77,15.07,97.95,60.28,450.19,3100.45,435.12,1.88,177.06,3987.64
Friendswoodcity,TX,22814,2.94,15.77,25.37,11.34,5.03,100.0,50492,2.94,1061.7,0.0,3.45,27.64,31.09,127.82,380.02,1416.43,120.91,13.82,190.01,1931.18
SanGabrielcity,CA,37120,3.04,13.77,28.64,14.2,11.71,100.0,32559,15.17,8664.8,0.0,10.48,36.68,429.62,345.79,1173.6,1584.89,709.93,23.58,822.57,3492
SanLuisObispocity,CA,41958,2.48,23.32,47.67,34.93,10.54,100.0,25982,27.39,4363.4,0.0,0.0,27.15,78.99,483.83,908.42,3527.52,271.54,118.49,589.98,4825.97
Bedfordcity,TX,43762,2.49,13.75,28.84,13.12,4.21,100.0,42453,3.56,4219.2,0.0,0.0,35.02,50.34,102.87,656.6,2512.58,225.43,8.75,188.22,3403.37
Lakevillecity,MN,24854,3.17,12.93,28.27,10.24,2.22,100.0,44920,3.03,662.7,0.0,2.96,,2.96,80.03,355.69,2125.26,186.74,59.28,,2726.98
Marshfieldcity,WI,18859,2.48,12.87,26.19,12.07,14.1,0.0,26771,8.08,1787.2,0.0,0.0,5.05,5.05,141.48,500.23,3314.64,85.9,10.11,151.58,3910.87
BigRapidscity,MI,12603,3.87,49.3,67.67,59.96,7.13,0.0,14990,44.45,2044.6,0.0,0.0,,71.17,213.52,743.38,3693.16,63.27,23.72,,4523.53
Grovescity,TX,16513,2.64,12.8,23.62,10.68,14.22,100.0,31053,8.58,3058.0,0.0,0.0,0,81.62,64.13,1049.44,3638.06,343.98,23.32,145.76,5054.8
Longviewcity,TX,70311,2.58,14.56,27.09,13.16,11.64,100.0,25377,16.98,1297.6,5.47,13.4,97.8,265.26,456.84,1764.37,4915.33,722.09,29.47,833.29,7431.27
Norfolkcity,VA,261229,2.92,18.84,38.6,23.62,9.63,100.0,23563,19.32,4690.3,7.65,25.42,83.66,585.59,440.83,1530.41,5550.38,891.1,55.36,1135.5,8027.25
Birminghamcity,AL,265968,2.52,13.93,27.56,13.43,13.17,99.45,19193,24.82,1728.9,3.68,44.69,109.7,630.15,1682.13,2448.21,5513.28,1309.06,79.42,2466.68,9349.97
McCombcity,MS,11591,2.57,15.66,25.39,12.12,15.87,0.0,14579,37.49,1532.4,0.0,32.63,24.47,244.74,448.69,2210.8,5522.92,358.95,24.47,750.53,8117.15
RoundRockcity,TX,30923,2.93,14.93,30.4,12.71,4.14,0.0,33228,9.05,1561.8,0.0,2.37,52.11,35.53,94.75,506.93,2447,213.19,14.21,184.77,3181.33
Bridgeporttown,CT,141686,2.71,14.06,29.69,14.3,12.13,100.0,28704,17.07,8545.4,6.17,45.09,54.11,1172.43,637.32,2745.44,2870.95,2695.09,144.3,1908.96,8455.77
Onalaskacity,WI,11284,2.66,13.68,26.69,12.5,8.32,100.0,32624,5.21,1693.4,0.0,0.0,7.82,7.82,39.11,563.12,4935.09,54.75,0,54.75,5552.95
Northvilletownship,MI,17313,2.82,12.85,26.0,12.45,9.36,96.23,55465,1.58,1015.5,0.0,0.0,,16.87,39.35,399.15,2321.79,140.54,11.24,,2872.72
Lincolnwoodvillage,IL,11365,2.77,11.43,18.34,9.74,19.76,100.0,57309,2.16,4129.7,0.0,0.0,,153.94,102.63,684.17,4934.58,359.19,25.66,,6003.59
Lawrencevillecity,GA,16848,2.72,13.09,29.08,12.58,7.34,100.0,34826,8.85,1317.5,0.0,0.0,23.05,64.54,276.61,935.87,3863.35,465.63,32.27,364.21,5297.13
SouthBurlingtoncity,VT,12809,2.47,13.1,28.19,13.42,9.63,100.0,42358,3.62,743.7,0.0,0.0,22.93,30.57,68.78,955.29,5242.64,122.28,,122.28,
Indianolacity,IA,11340,2.74,19.22,30.63,18.04,12.14,0.0,28815,7.29,1307.3,0.0,0.0,7.93,0,7.93,420.27,2759.5,55.51,,15.86,
MountPleasanttown,SC,30108,2.55,11.3,27.15,11.18,8.31,100.0,38605,5.81,1333.6,0.0,2.9,8.69,23.18,113.01,475.24,3442.58,211.54,0,147.79,4129.36
AlbertLeacity,MN,18310,2.43,12.47,22.36,10.31,17.76,0.0,23381,11.62,1849.7,0.0,0.0,,11.08,155.12,454.29,3241,216.07,16.62,,3927.98
Hendersoncity,TX,11139,2.6,13.39,23.8,11.39,18.06,0.0,23238,20.24,985.4,0.0,16.7,,200.38,2137.43,2095.68,6053.27,1235.7,0,,9384.65
LakeWorthcity,FL,28564,2.27,10.04,23.5,10.99,19.9,100.0,21665,17.08,4911.3,0.0,18.74,34.36,640.26,986.94,3266.91,7898.68,1286.78,0,1680.3,12452.37
Bethlehemtownship,PA,16425,2.87,13.3,23.35,10.97,10.28,90.09,42235,2.88,1087.2,0.0,0.0,5.99,23.94,53.88,173.6,2424.42,71.83,5.99,83.81,2675.85
MichiganCitycity,IN,33822,2.69,13.81,27.35,13.08,12.56,0.0,23127,16.41,1665.8,0.0,11.7,64.33,269.01,318.72,1239.8,4903.65,1064.36,20.47,663.76,7228.28
Kenoshacity,WI,80352,2.69,14.34,27.95,13.49,11.95,100.0,27770,12.73,3599.2,5.0,9.32,61.77,150.34,314.66,1001.07,3660.5,363.6,38.46,536.08,5063.63
WestWindsortownship,NJ,16021,2.99,13.83,23.64,10.55,5.2,0.0,76907,3.32,594.6,0.0,6.07,6.07,42.51,48.58,261.14,1639.74,740.92,0,103.24,2641.81
SantaBarbaracity,CA,85571,2.49,11.83,28.99,14.97,13.5,100.0,33667,12.68,4371.2,3.62,5.81,51.13,184.76,538.02,1089.99,3854.47,262.62,20.92,779.72,5227.99
Harveycity,IL,29771,3.29,18.68,31.61,16.21,7.56,100.0,23201,25.57,4637.2,0.0,58.12,,1188.25,613.5,2712.3,4426.86,2896.35,38.75,,10074.27
Danvillecity,VA,53056,2.44,13.17,23.77,12.14,16.83,100.0,20413,18.96,1189.2,0.0,18.26,43.82,142.41,180.75,708.38,2961.31,149.71,31.04,385.23,3850.44
Logansportcity,IN,16812,2.45,14.06,25.74,11.81,15.98,0.0,20533,15.86,2530.4,0.0,0.0,47.01,11.75,23.5,1040.01,4048.42,64.63,0,82.26,5153.06
Moorparkcity,CA,25494,3.35,12.66,26.08,10.6,3.58,100.0,60368,4.29,2007.4,0.0,3.43,10.29,41.15,181.74,545.21,819.53,150.88,27.43,236.6,1543.05
RedBankcity,TN,12322,2.2,12.6,28.02,13.54,14.89,100.0,25015,9.92,1839.1,0.0,0.0,50,83.33,583.28,1024.91,3716.36,474.96,16.67,716.61,5232.9
Augustacity,GA,44639,2.37,13.34,27.23,13.67,16.73,100.0,15315,33.31,2191.6,9.56,33.82,40.58,471.17,299.83,2838.27,5216.65,1201.59,36.07,845.39,9292.57
Bartletttown,TN,26989,3.19,17.76,25.22,11.56,4.81,100.0,47346,2.33,1808.4,0.0,0.0,6.01,48.08,150.24,543.85,2166.4,105.17,,204.32,
Goshentown,NY,11500,3.34,15.07,26.62,13.39,10.69,0.0,46566,4.71,252.4,0.0,0.0,0,0,17.24,172.44,465.6,34.49,,17.24,
WestOrangetownship,NJ,39103,2.64,10.33,22.36,10.39,16.38,100.0,49777,4.14,3115.4,4.21,0.0,12.6,163.78,120.94,758.42,2003.12,1133.84,2.52,297.32,3897.9
Redmondcity,WA,35800,2.53,12.89,28.06,12.42,6.05,100.0,42299,3.63,2393.0,0.0,2.47,44.54,44.54,51.96,611.16,3231.47,215.27,39.59,143.51,4097.49
Madisonborough,NJ,15850,2.94,20.35,33.74,22.09,11.91,100.0,56478,3.74,3651.4,0.0,0.0,0,25.25,25.25,208.28,1281.24,119.92,0,50.49,1609.44
Brooklinetown,MA,54718,2.25,10.45,28.82,13.43,12.82,100.0,45598,8.61,7778.6,2.86,1.77,14.19,127.73,331.75,659.96,2446.47,624.48,7.1,475.46,3738
Scituatetown,MA,16786,2.78,12.28,22.69,11.38,11.62,84.67,52044,3.91,942.9,0.0,0.0,5.6,5.6,28.01,347.32,750.66,84.03,61.62,39.21,1243.63
LaGrangecity,GA,25597,2.62,15.3,28.46,14.83,13.99,0.0,21851,21.33,952.1,0.0,14.5,28.99,224.71,869.85,2062.27,7281.36,489.29,10.87,1138.05,9843.79
BellGardenscity,CA,42355,4.58,20.41,36.99,18.83,3.79,100.0,23819,26.08,16265.4,0.0,18.76,25.79,501.82,766.8,1568.77,1317.86,921.56,23.45,1313.17,3831.63
Lufkincity,TX,30206,2.69,15.25,27.47,13.94,13.37,0.0,22357,20.94,1236.1,0.0,18.6,24.8,164.31,589.04,1441.59,4396.08,455.73,15.5,796.75,6308.9
EastWindsortownship,NJ,22353,2.61,13.28,27.07,12.28,6.37,0.0,49849,2.82,1378.1,0.0,0.0,8.71,26.12,60.94,378.69,1410.29,126.23,0,95.76,1915.21
Hutchinsoncity,MN,11523,2.57,13.03,27.38,12.05,11.91,0.0,29492,7.43,2059.4,0.0,7.89,,7.89,78.91,315.66,3882.58,126.26,31.57,,4356.06
Bothellcity,WA,12345,2.51,12.64,24.29,11.44,11.34,100.0,37159,3.63,2241.3,0.0,0.0,15.08,75.42,120.67,1357.57,5362.4,407.27,113.13,211.18,7240.37
Kirkwoodcity,MO,27291,2.43,10.59,19.79,8.65,15.95,100.0,42113,2.82,2921.9,0.0,3.51,14.02,59.59,157.73,347,1815.63,136.7,17.53,234.84,2316.86
FountainValleycity,CA,53691,3.08,16.68,29.12,15.57,6.56,100.0,56255,3.54,5813.2,0.0,5.38,5.38,157.86,102.25,706.79,3535.74,694.23,16.14,270.88,4952.91
Franklincity,TN,20098,2.57,12.07,26.55,11.28,9.2,0.0,32348,7.25,760.1,0.0,3.89,50.55,108.87,334.38,610.44,3596.56,291.61,15.55,497.69,4514.17
Martinsburgcity,WV,14073,2.33,12.63,24.74,11.78,17.02,0.0,22193,16.07,3009.6,0.0,20.04,0,133.6,233.8,1349.37,6192.38,434.2,100.2,387.44,8076.15
Bartowcity,FL,14716,2.74,15.09,26.32,13.42,15.36,0.0,25751,16.42,1653.5,13.97,6.57,85.4,335.02,1090.46,1688.23,6936.87,1156.15,13.14,1517.44,9794.39
Kingstonborough,PA,14507,2.32,11.0,21.0,9.89,21.69,100.0,25482,9.08,6527.6,0.0,0.0,21.7,28.93,79.55,238.65,2654.04,122.94,72.32,130.17,3087.94
Tiftoncity,GA,14215,2.75,18.19,30.41,17.19,11.88,0.0,20429,26.19,1793.9,0.0,6.68,20.03,327.1,754.34,1201.6,5747.66,213.62,0,1108.14,7162.88
Gilroycity,CA,31487,3.31,16.13,29.6,13.79,6.68,0.0,40955,12.9,2962.6,0.0,5.92,26.64,118.38,639.26,1201.57,3619.52,393.62,230.84,790.2,5445.56
Bristolborough,PA,10405,2.63,12.52,26.39,12.31,16.83,100.0,26265,10.36,5793.4,0.0,0.0,27.7,249.28,563.2,544.73,3019.11,609.36,83.09,840.18,4256.3
Margatecity,FL,42985,2.27,9.52,20.56,9.51,28.46,100.0,28465,7.72,4692.7,0.0,4.15,12.45,118.32,238.72,1114.71,3178.06,431.77,14.53,373.65,4739.07
Muskegoncity,MI,40283,2.73,13.96,29.43,14.59,12.76,100.0,18748,26.51,2704.3,0.0,7.34,,347.49,1103.63,2787.23,7145.48,721.89,61.18,,10715.77
Caldwellcity,ID,18400,2.75,16.0,28.52,14.58,12.82,0.0,20831,16.03,1996.5,0.0,4.06,44.71,20.32,256.06,898.23,4417.98,369.86,56.9,325.15,5742.97
FortLeeborough,NJ,31997,2.1,7.06,19.08,7.18,18.28,100.0,46395,5.99,12212.6,0.0,6.2,12.41,161.33,245.09,1399.19,1594.64,384.7,0,425.03,3378.53
Summittownship,MI,21130,2.63,12.83,22.96,10.74,13.45,84.78,35151,6.61,695.4,0.0,0.0,,27.64,124.37,267.16,1004.15,78.3,4.61,,1354.21
NorthRichlandHillscity,TX,45895,2.72,14.05,28.28,13.04,6.44,100.0,38354,5.05,2430.4,0.0,0.0,49.54,77.86,138.02,688.31,2953.2,405.2,8.85,265.42,4055.56
Wataugacity,TX,20009,3.22,13.17,28.71,10.22,2.18,100.0,41096,2.07,4728.0,0.0,0.0,33.88,71.99,67.75,448.87,1609.15,93.16,0,173.62,2151.18
Gloucestercity,MA,28716,2.48,11.02,23.6,11.06,13.82,100.0,32690,7.53,1067.4,0.0,0.0,13.67,13.67,1168.99,721.22,1627.02,283.7,0,1196.34,2631.94
FortWaynecity,IN,173072,2.49,14.06,28.56,13.77,11.72,100.0,26344,11.53,2666.3,5.54,15.14,70.28,298.4,171.37,1096.31,5414.49,965.48,77.3,555.18,7553.59
PriorLakecity,MN,11482,2.94,13.43,26.77,10.73,4.46,100.0,45489,3.74,847.8,0.0,0.0,,22.38,22.38,193.96,2543.83,111.9,22.38,,2872.06
Claremontcity,CA,32503,3.1,22.42,32.35,21.82,10.52,100.0,53479,5.28,2850.1,0.0,8.75,14.58,160.37,174.95,1277.12,3166.55,699.79,37.91,358.64,5181.36
Brooklyncity,OH,11706,2.27,10.63,22.91,11.14,21.31,100.0,26818,5.48,2638.6,0.0,0.0,8.84,97.21,0,88.37,2730.65,786.5,8.84,106.04,3614.35
Murraycity,UT,31282,2.67,14.32,28.56,12.99,9.72,100.0,28950,8.05,3167.5,0.0,8.79,43.97,85,137.77,1201.78,7389.49,354.67,23.45,275.53,8969.4
Jacksonvillecity,AR,29101,2.95,15.64,34.53,16.69,5.38,100.0,25009,11.59,1429.9,0.0,10.01,56.75,160.23,597.52,928,4412.99,357.18,40.06,824.52,5738.22
Torringtontown,CT,33687,2.43,10.5,24.43,11.32,16.51,0.0,35230,5.24,817.2,0.0,0.0,23.68,29.6,186.45,805,1852.67,242.68,2.96,239.72,2903.31
OceanSpringscity,MS,14658,2.65,14.8,24.91,11.35,9.58,100.0,31161,10.12,1516.1,0.0,0.0,48.24,78.39,192.97,964.84,3105.59,211.06,6.03,319.6,4287.52
BrokenArrowcity,OK,58043,3.01,14.59,26.45,10.55,4.89,100.0,37601,6.53,1388.3,0.0,0.0,19.67,22.7,133.17,584.12,2159.44,163.43,9.08,175.54,2916.07
MountMorristownship,MI,25198,2.82,16.05,27.9,13.69,8.56,80.26,26634,23.38,774.3,0.0,3.86,,270.35,532.98,1506.26,2738.3,784.03,61.8,,5090.38
Cantoncity,OH,84161,2.52,13.69,26.01,12.77,14.41,100.0,19807,21.86,4017.0,9.09,13.01,96.97,635.06,478.96,2010.43,4623.99,750.95,89.88,1224,7475.25
Amherstcity,OH,10332,2.74,14.15,23.31,11.73,13.43,100.0,37695,4.52,1417.6,0.0,0.0,53.82,71.76,0,251.14,2897.12,107.63,8.97,125.57,3264.87
SierraMadrecity,CA,10762,2.32,8.79,20.17,8.56,13.45,100.0,46502,5.24,3458.2,0.0,8.66,0,17.32,112.56,372.33,779.29,199.15,8.66,138.54,1359.43
Kennercity,LA,72033,2.87,15.36,29.06,13.59,6.06,100.0,30389,14.25,4596.3,5.17,10.91,57.26,339.48,796.22,1461.55,4759.57,1087.98,2.73,1203.87,7311.82
Bouldercity,CO,83312,2.4,21.85,41.56,27.91,6.67,100.0,29407,18.96,3565.8,7.5,1.14,22.79,45.59,139.04,1079.29,5012.37,329.37,20.51,208.56,6441.54
MiamiSpringscity,FL,13268,2.6,11.12,22.18,10.04,13.94,100.0,31461,9.75,4364.5,0.0,0.0,7.14,614.46,328.67,2229.21,4201.2,1771.93,0,950.27,8202.34
UpperAllentownship,PA,13347,3.01,23.23,34.17,23.29,10.3,89.11,43598,1.75,973.0,0.0,0.0,0,0,66.3,206.28,1215.56,22.1,0,66.3,1443.94
Sangercity,CA,16839,3.48,17.14,30.54,15.13,9.22,0.0,24470,21.04,3528.7,0.0,0.0,11.09,44.37,698.8,1486.33,2512.34,582.33,49.91,754.26,4630.91
Enterprisecity,AL,20123,2.64,15.16,27.96,13.49,10.46,0.0,26276,15.04,625.9,0.0,18.65,27.98,88.61,867.42,895.4,2602.25,144.57,,1002.66,
Portagecity,IN,29060,2.76,15.46,27.15,12.78,9.38,100.0,33118,7.89,1346.9,0.0,3.19,35.12,41.51,188.37,705.6,2311.55,418.25,22.35,268.19,3457.74
PleasantHillcity,CA,31585,2.43,10.27,24.1,10.07,10.55,100.0,46885,3.63,4489.1,0.0,0.0,9.44,182.42,342.83,1305.28,3981.88,462.35,28.31,534.69,5777.82
Hinesvillecity,GA,21603,2.88,16.54,38.55,18.73,2.59,0.0,24584,17.45,1689.3,0.0,3.63,25.39,130.59,145.1,819.82,4810.1,203.14,0,304.71,5833.06
Juneaucity,AK,26751,2.7,12.55,24.66,10.53,4.73,0.0,47924,5.59,10.0,0.0,0.0,41.53,10.38,62.3,443,2966.01,204.19,24.23,114.21,3637.43
Pottsvillecity,PA,16603,2.46,12.56,24.29,11.99,17.79,0.0,21135,15.36,3811.2,0.0,0.0,18.04,18.04,84.19,342.75,1491.28,72.16,0,120.26,1906.19
ElCentrocity,CA,31384,3.26,17.31,29.41,13.77,7.26,0.0,25147,23.25,4849.2,0.0,2.65,47.64,217.03,423.48,2165.05,4486.26,738.45,63.52,690.81,7453.28
Boonecity,IA,12392,2.44,12.48,23.43,10.63,15.82,0.0,24296,10.72,1351.7,0.0,7.85,15.7,0,102.07,423.99,3030.78,157.04,,125.63,
Garlandcity,TX,180650,2.86,14.48,28.71,12.75,5.12,100.0,37274,7.83,3040.6,3.7,6.06,57.61,148.07,,1274.54,3824.13,522.05,73.28,,5694
Janesvillecity,WI,52133,2.56,13.04,26.68,12.3,10.53,100.0,31583,8.27,2139.5,0.0,0.0,40.13,45.36,111.65,1189.81,5038.38,249.48,34.89,197.14,6512.56
WestGoshentownship,PA,18082,2.79,12.3,24.9,11.94,10.12,99.87,51265,1.98,1464.3,0.0,0.0,5.44,21.75,184.88,293.64,2392.6,282.76,5.44,212.07,2974.44
Ashevillecity,NC,61607,2.28,12.07,23.63,11.89,17.66,100.0,22267,15.87,1701.7,0.0,13.76,67.28,217.14,399.1,1755.43,5062.92,539.78,12.23,697.28,7370.37
Winchestercity,KY,15799,2.55,13.77,26.79,12.42,13.11,0.0,21543,21.65,2697.9,0.0,0.0,29.86,35.83,447.89,483.73,2466.41,191.1,5.97,513.59,3147.21
Angletoncity,TX,17140,2.88,14.8,27.74,12.5,7.77,0.0,32098,9.65,1703.8,0.0,5.25,78.79,99.8,362.43,819.41,3004.52,262.63,21.01,546.28,4107.57
Carmelcity,IN,25380,2.79,14.01,22.8,10.53,7.57,100.0,54505,1.58,1945.1,0.0,0.0,9.47,9.47,104.14,145.16,1483.16,72.58,6.31,123.07,1707.22
Pacificacity,CA,37670,2.82,12.25,25.31,11.47,6.95,100.0,47533,4.52,2877.3,0.0,5.04,25.19,52.89,536.46,418.08,1589.22,244.3,32.74,619.57,2284.35
Wyandottecity,MI,30938,2.51,12.52,25.41,11.59,15.09,100.0,28312,9.73,5625.1,0.0,0.0,,57.26,90.95,343.57,2303.96,269.47,0,,2917
Wolcotttown,CT,13700,2.96,13.85,25.13,12.65,11.05,63.39,48507,1.81,647.3,0.0,0.0,79.31,43.26,93.73,598.41,1831.29,281.18,7.21,216.29,2718.1
BeechGrovecity,IN,13383,2.44,12.8,27.18,12.52,14.68,100.0,29549,5.2,3118.1,0.0,7.61,45.64,76.06,38.03,600.9,2852.36,304.25,15.21,167.34,3772.72
Huntingtoncity,WV,54844,2.34,17.19,28.54,17.51,17.59,100.0,18276,23.18,3553.0,11.88,3.71,113.04,153.8,292.78,1458.35,4186.05,252.02,61.15,563.33,5957.57
Bellevilletownship,NJ,34213,2.56,11.4,27.0,12.31,13.72,100.0,38507,5.19,9872.2,0.0,2.88,11.5,175.41,296.19,925.95,1791.52,1334.29,25.88,485.98,4077.64
Georgetowncity,KY,11414,2.73,19.6,32.97,19.08,11.24,0.0,22677,17.28,2430.6,0.0,0.0,69.03,84.38,1012.5,1173.58,5346.32,168.75,7.67,1165.91,6696.33
Youngstowncity,OH,95706,2.58,14.16,24.97,12.41,16.57,100.0,17060,29.04,2747.9,0.0,50.99,85.7,836.42,1326.77,2214.17,2860.74,1456.95,301.59,2299.87,6833.44
Cheyennecity,WY,50008,2.47,13.58,26.2,12.17,10.85,100.0,28117,10.34,2569.3,0.0,0.0,40.7,31.45,127.66,477.33,4114.63,140.61,22.2,199.81,4754.77
SouthWindsortown,CT,22090,2.81,12.02,23.56,10.56,7.13,86.1,57606,1.43,762.4,0.0,18.09,22.61,22.61,45.22,402.44,1248.02,122.09,4.52,108.52,1777.07
Connersvillecity,IN,15550,2.48,15.34,26.25,13.02,15.18,0.0,21989,14.23,2014.2,0.0,0.0,5.97,5.97,274.73,639.03,3792.4,167.22,47.78,286.67,4646.44
Spencercity,IA,11066,2.41,13.55,24.23,10.99,14.15,0.0,24573,9.87,1067.0,0.0,0.0,0,0,0,80.41,1813.8,80.41,,0,
Phillipsburgtown,NJ,15757,2.55,12.2,26.05,12.38,14.87,100.0,27289,10.88,4716.0,0.0,0.0,0,25.11,213.47,508.57,1444.09,94.18,12.56,238.59,2059.4
GarfieldHeightscity,OH,31739,2.54,11.74,23.92,11.05,18.08,100.0,28694,5.89,4237.5,0.0,15.91,41.36,143.15,162.24,578.97,1552.41,582.15,28.63,362.65,2742.17
Lindenwoldborough,NJ,18734,2.36,11.97,33.32,14.65,7.85,100.0,31793,7.82,4583.1,0.0,0.0,37.68,253,312.21,1415.73,2863.76,845.13,26.92,602.9,5151.53
Roselleborough,NJ,20314,2.67,12.02,26.19,12.49,13.53,100.0,40431,5.31,7422.5,0.0,0.0,67.7,227.29,188.61,744.75,1716.8,527.13,43.52,483.61,3032.21
FrontRoyaltown,VA,11880,2.53,12.72,25.83,12.35,14.65,0.0,26777,9.21,1238.5,0.0,0.0,22.13,73.77,81.14,516.38,3356.45,184.42,29.51,177.04,4086.75
Minneapoliscity,MN,368383,2.29,12.32,30.92,15.25,10.92,100.0,25324,18.53,6472.9,2.11,16.21,144.81,888.43,762.35,2616.09,5577.72,1306.09,,1811.81,
Moorheadcity,MN,32295,2.92,25.98,39.82,28.7,9.44,100.0,24265,19.89,3093.5,0.0,3.0,,11.98,131.8,581.13,4151.81,176.74,17.97,,4927.66
WhitefishBayvillage,WI,14272,2.62,10.52,18.06,7.43,12.65,100.0,53539,1.15,6430.0,0.0,0.0,0,21.16,14.1,253.88,2016.93,126.94,0,35.26,2397.74
Auburncity,AL,33830,2.52,38.0,59.94,49.19,5.07,100.0,12931,39.91,1004.9,0.0,11.06,38.73,55.32,265.55,1131.37,3991.59,113.41,,370.67,
Pleasantvillecity,NJ,16027,2.72,13.27,29.09,13.36,11.95,100.0,30037,12.03,2663.9,0.0,17.48,69.93,530.27,1112.99,1893.83,3222.42,337.98,69.93,1730.67,5524.15
